Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
INNV|InnovAge Holding Corp. - Common Stock|Q|N|N|100|N|N
INO|Inovio Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
INOD|Innodata Inc. - Common Stock|G|N|N|100|N|N
INRO|BlackRock U.S. Industry Rotation ETF|G|N|N|100|Y|N
INSE|Inspired Entertainment, Inc. - Common Stock|S|N|N|100|N|N
INSG|Inseego Corp. - Common Stock|Q|N|N|100|N|N
INSM|Insmed Incorporated - Common Stock|Q|N|N|100|N|N
INTA|Intapp, Inc. - Common Stock|Q|N|N|100|N|N
INTC|Intel Corporation - Common Stock|Q|N|N|100|N|N
INTE|Integral Acquisition Corporation 1 - Class A Common Stock|S|N|N|100|N|N
INTEU|Integral Acquisition Corporation 1 - Unit|S|N|N|100|N|N
INTEW|Integral Acquisition Corporation 1 - Warrant|S|N|N|100|N|N
INTG|The Intergroup Corporation - Common Stock|S|N|N|100|N|N
INTJ|Intelligent Group Limited - Ordinary Shares|S|N|N|100|N|N
INTR|Inter & Co. Inc. - Class A Common Shares|Q|N|N|100|N|N
INTS|Intensity Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
INTU|Intuit Inc. - Common Stock|Q|N|N|100|N|N
INTZ|Intrusion Inc. - Common Stock|S|N|N|100|N|N
INVA|Innoviva, Inc. - Common Stock|Q|N|N|100|N|N
INVE|Identiv, Inc. - Common Stock|S|N|N|100|N|N
INVO|INVO BioScience, Inc. - Common Stock|S|N|D|100|N|N
INVZ|Innoviz Technologies Ltd. - Ordinary shares|S|N|N|100|N|N
INVZW|Innoviz Technologies Ltd. - Warrant|S|N|N|100|N|N
INZY|Inozyme Pharma, Inc. - Common Stock|Q|N|N|100|N|N
IOBT|IO Biotech, Inc. - Common Stock|Q|N|N|100|N|N
IONM|Assure Holdings Corp. - Common Stock|S|N|D|100|N|N
IONR|ioneer Ltd - American Depositary Shares|S|N|N|100|N|N
IONS|Ionis Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
IOSP|Innospec Inc. - Common Stock|Q|N|N|100|N|N
IOVA|Iovance Biotherapeutics, Inc. - Common Stock|G|N|N|100|N|N
IPA|ImmunoPrecise Antibodies Ltd. - Common Stock|G|N|N|100|N|N
IPAR|Inter Parfums, Inc. - Common Stock|Q|N|N|100|N|N
IPDN|Professional Diversity Network, Inc. - Common Stock|S|N|D|100|N|N
IPGP|IPG Photonics Corporation - Common Stock|Q|N|N|100|N|N
IPHA|Innate Pharma S.A. - American Depositary Shares|Q|N|N|100|N|N
IPKW|Invesco International BuyBack Achievers ETF|G|N|N|100|Y|N
IPSC|Century Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
IPW|iPower Inc. - Common Stock|S|N|N|100|N|N
IPWR|Ideal Power Inc. - Common Stock|S|N|N|100|N|N
IPX|IperionX Limited - American Depositary Share|S|N|N|100|N|N
IPXX|Inflection Point Acquisition Corp. II - Class A Ordinary Shares|G|N|N|100|N|N
IPXXU|Inflection Point Acquisition Corp. II - Unit|G|N|N|100|N|N
IPXXW|Inflection Point Acquisition Corp. II - Warrant|G|N|N|100|N|N
IQ|iQIYI, Inc. - American Depositary Shares|Q|N|N|100|N|N
IQQQ|ProShares Nasdaq-100 High Income ETF|G|N|N|100|Y|N
IRAA|Iris Acquisition Corp - Class A Common Stock|S|N|D|100|N|N
IRAAU|Iris Acquisition Corp - Units|S|N|D|100|N|N
IRAAW|Iris Acquisition Corp - Warrant|S|N|D|100|N|N
IRBT|iRobot Corporation - Common Stock|Q|N|N|100|N|N
IRDM|Iridium Communications Inc - Common Stock|Q|N|N|100|N|N
IREN|Iris Energy Limited - Ordinary Shares|Q|N|N|100|N|N
IRIX|IRIDEX Corporation - Common Stock|G|N|D|100|N|N
IRMD|iRadimed Corporation - Common Stock|G|N|N|100|N|N
IROH|Iron Horse Acquisitions Corp. - Common Stock|G|N|N|100|N|N
IROHR|Iron Horse Acquisitions Corp. - one right to one-fifth (1/5) of one share of common stock|G|N|N|100|N|N
IROHU|Iron Horse Acquisitions Corp. - Unit|G|N|N|100|N|N
IROHW|Iron Horse Acquisitions Corp. - Warrant|G|N|N|100|N|N
IRON|Disc Medicine, Inc. - Common Stock|G|N|N|100|N|N
IROQ|IF Bancorp, Inc. - Common Stock|S|N|N|100|N|N
IRTC|iRhythm Technologies, Inc. - Common Stock|Q|N|N|100|N|N
IRWD|Ironwood Pharmaceuticals, Inc. - Class A Common Stock|Q|N|N|100|N|N
ISHG|iShares 1-3 Year International Treasury Bond ETF|G|N|N|100|Y|N
ISHP|First Trust S-Network E-Commerce ETF|G|N|N|100|Y|N
ISPC|iSpecimen Inc. - Common Stock|S|N|D|100|N|N
ISPO|Inspirato Incorporated - Class A Common Stock|G|N|D|100|N|N
ISPOW|Inspirato Incorporated - Warrant|G|N|N|100|N|N
ISPR|Ispire Technology Inc. - Common Stock|S|N|N|100|N|N
ISRG|Intuitive Surgical, Inc. - Common Stock|Q|N|N|100|N|N
ISRL|Israel Acquisitions Corp - Class A Ordinary Shares|G|N|N|100|N|N
ISRLU|Israel Acquisitions Corp - Unit|G|N|N|100|N|N
ISRLW|Israel Acquisitions Corp - Warrant|G|N|N|100|N|N
ISSC|Innovative Solutions and Support, Inc. - Common Stock|Q|N|N|100|N|N
ISTB|iShares Core 1-5 Year USD Bond ETF|G|N|N|100|Y|N
ISTR|Investar Holding Corporation - Common Stock|G|N|N|100|N|N
ITCI|Intra-Cellular Therapies Inc. - Common Stock|Q|N|N|100|N|N
ITI|Iteris, Inc. - Common Stock|S|N|N|100|N|N
ITIC|Investors Title Company - Common Stock|Q|N|N|100|N|N
ITOS|iTeos Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
ITRI|Itron, Inc. - Common Stock|Q|N|N|100|N|N
ITRM|Iterum Therapeutics plc - Ordinary Share|S|N|D|100|N|N
ITRN|Ituran Location and Control Ltd. - Ordinary Shares|Q|N|N|100|N|N
IUS|Invesco RAFI Strategic US ETF|G|N|N|100|Y|N
IUSB|iShares Core Total USD Bond Market ETF|G|N|N|100|Y|N
IUSG|iShares Core S&P U.S. Growth ETF|G|N|N|100|Y|N
IUSV|iShares Core S&P U.S. Value ETF|G|N|N|100|Y|N
IVA|Inventiva S.A. - American Depository Shares|G|N|N|100|N|N
IVAC|Intevac, Inc. - Common Stock|Q|N|N|100|N|N
IVAL|Alpha Architect International Quantitative Value ETF|G|N|N|100|Y|N
IVCA|Investcorp India Acquisition Corp. - Class A Ordinary Shares|G|N|N|100|N|N
IVCAU|Investcorp India Acquisition Corp. - Unit|G|N|N|100|N|N
IVCAW|Investcorp India Acquisition Corp. - Warrant|G|N|N|100|N|N
IVCB|Investcorp Europe Acquisition Corp I - Class A Ordinary Shares|G|N|N|100|N|N
IVCBU|Investcorp Europe Acquisition Corp I - Unit|G|N|N|100|N|N
IVCBW|Investcorp Europe Acquisition Corp I - Warrant|G|N|N|100|N|N
IVCP|Swiftmerge Acquisition Corp. - Class A Ordinary Share|S|N|N|100|N|N
IVCPU|Swiftmerge Acquisition Corp. - Unit|S|N|N|100|N|N
IVCPW|Swiftmerge Acquisition Corp. - Warrants|S|N|N|100|N|N
IVDA|Iveda Solutions, Inc. - Common Stock|S|N|D|100|N|N
IVDAW|Iveda Solutions, Inc. - Warrant|S|N|N|100|N|N
IVEG|iShares Emergent Food and AgTech Multisector ETF|G|N|N|100|Y|N
IVP|Inspire Veterinary Partners, Inc. - Class A Common Stock|S|N|D|100|N|N
IVVD|Invivyd, Inc. - Common Stock|G|N|N|100|N|N
IWTR|iShares MSCI Water Management Multisector ETF|G|N|N|100|Y|N
IXAQ|IX Acquisition Corp. - Class A Ordinary Share|G|N|D|100|N|N
IXAQU|IX Acquisition Corp. - Unit|G|N|N|100|N|N
IXAQW|IX Acquisition Corp. - Warrant|G|N|N|100|N|N
IXHL|Incannex Healthcare Inc. - Common Stock|G|N|N|100|N|N
IXUS|iShares Core MSCI Total International Stock ETF|G|N|N|100|Y|N
IZEA|IZEA Worldwide, Inc. - Common Stock|S|N|N|100|N|N
IZM|ICZOOM Group Inc. - Class A Ordinary Shares|S|N|N|100|N|N
JACK|Jack In The Box Inc. - Common Stock|Q|N|N|100|N|N
JAGX|Jaguar Health, Inc. - Common Stock|S|N|N|100|N|N
JAKK|JAKKS Pacific, Inc. - Common Stock|Q|N|N|100|N|N
JAMF|Jamf Holding Corp. - Common Stock|Q|N|N|100|N|N
JAN|JanOne Inc. - Common Stock|S|N|N|100|N|N
JANX|Janux Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
JAZZ|Jazz Pharmaceuticals plc - Ordinary Shares|Q|N|N|100|N|N
JBHT|J.B. Hunt Transport Services, Inc. - Common Stock|Q|N|N|100|N|N
JBLU|JetBlue Airways Corporation - Common Stock|Q|N|N|100|N|N
JBSS|John B. Sanfilippo & Son, Inc. - Common Stock|Q|N|N|100|N|N
JCSE|JE Cleantech Holdings Limited - Ordinary Shares|S|N|D|100|N|N
JCTCF|Jewett-Cameron Trading Company - Common Shares|S|N|N|100|N|N
JD|JD.com, Inc. - American Depositary Shares|Q|N|N|100|N|N
JDOC|JPMorgan Healthcare Leaders ETF|G|N|N|100|Y|N
JDZG|JIADE LIMITED - Common stock|S|N|N|100|N|N
JEPQ|JPMorgan Nasdaq Equity Premium Income ETF|G|N|N|100|Y|N
JEWL|Adamas One Corp. - Common Stock|S|N|H|100|N|N
JFBR|Jeffs' Brands Ltd - Ordinary Shares|S|N|D|100|N|N
JFBRW|Jeffs' Brands Ltd - Warrant|S|N|N|100|N|N
JFIN|Jiayin Group Inc. - American Depositary Shares|G|N|N|100|N|N
JFU|9F Inc. - American Depositary Shares|G|N|N|100|N|N
JG|Aurora Mobile Limited - American Depositary Shares|S|N|N|100|N|N
JGLO|JPMorgan Global Select Equity ETF|G|N|N|100|Y|N
JIVE|JPMorgan International Value ETF|G|N|N|100|Y|N
JJSF|J & J Snack Foods Corp. - Common Stock|Q|N|N|100|N|N
JKHY|Jack Henry & Associates, Inc. - Common Stock|Q|N|N|100|N|N
JL|J-Long Group Limited - Ordinary Shares|G|N|D|100|N|N
JMSB|John Marshall Bancorp, Inc. - Common Stock|S|N|N|100|N|N
JNVR|Janover Inc. - Common Stock|S|N|N|100|N|N
JOUT|Johnson Outdoors Inc. - Class A Common Stock|Q|N|N|100|N|N
JPEF|JPMorgan Equity Focus ETF|G|N|N|100|Y|N
JRSH|Jerash Holdings (US), Inc. - Common Stock|S|N|N|100|N|N
JRVR|James River Group Holdings, Ltd. - Common Shares|Q|N|N|100|N|N
JSM|Navient Corporation - 6% Senior Notes due December 15, 2043|Q|N|N|100|N|N
JSMD|Janus Henderson Small/Mid Cap Growth Alpha ETF|G|N|N|100|Y|N
JSML|Janus Henderson Small Cap Growth Alpha ETF|G|N|N|100|Y|N
JSPR|Jasper Therapeutics, Inc. - Class A Common Stock|S|N|N|100|N|N
JSPRW|Jasper Therapeutics, Inc. - Warrant|S|N|N|100|N|N
JTAI|Jet.AI Inc. - Common Stock|G|N|D|100|N|N
JTAIW|Jet.AI Inc. - Warrant|S|N|N|100|N|N
JTAIZ|Jet.AI Inc. - Merger Consideration Warrants|G|N|D|100|N|N
JTEK|JPMorgan U.S. Tech Leaders ETF|G|N|N|100|Y|N
JUNE|Junee Limited - Ordinary Shares|S|N|N|100|N|N
JVA|Coffee Holding Co., Inc. - Common Stock|S|N|N|100|N|N
JVSA|JVSPAC Acquisition Corp. - Class A Ordinary Share|S|N|N|100|N|N
JVSAR|JVSPAC Acquisition Corp. - Right|S|N|N|100|N|N
JVSAU|JVSPAC Acquisition Corp. - Unit|S|N|N|100|N|N
JWEL|Jowell Global Ltd. - Ordinary Shares|S|N|N|100|N|N
JXJT|JX Luxventure Limited - Common Stock|S|N|N|100|N|N
JYD|Jayud Global Logistics Limited - Class A Ordinary Shares|S|N|D|100|N|N
JYNT|The Joint Corp. - Common Stock|S|N|N|100|N|N
JZ|Jianzhi Education Technology Group Company Limited - American Depositary Shares|Q|N|D|100|N|N
JZXN|Jiuzi Holdings, Inc. - Ordinary Shares|S|N|D|100|N|N
KA|Kineta, Inc. - Common Stock|S|N|D|100|N|N
KACL|Kairous Acquisition Corp. Limited - Ordinary Shares|S|N|N|100|N|N
KACLR|Kairous Acquisition Corp. Limited - Rights|S|N|N|100|N|N
KACLU|Kairous Acquisition Corp. Limited - Unit|S|N|N|100|N|N
KACLW|Kairous Acquisition Corp. Limited - Warrants|S|N|N|100|N|N
KALA|KALA BIO, Inc. - Common Stock|S|N|N|100|N|N
KALU|Kaiser Aluminum Corporation - Common Stock|Q|N|N|100|N|N
KALV|KalVista Pharmaceuticals, Inc. - Common Stock|G|N|N|100|N|N
KARO|Karooooo Ltd. - Ordinary shares|S|N|N|100|N|N
KAVL|Kaival Brands Innovations Group, Inc. - Common Stock|S|N|N|100|N|N
KBWB|Invesco KBW Bank ETF|G|N|N|100|Y|N
KBWD|Invesco KBW High Dividend Yield Financial ETF|G|N|N|100|Y|N
KBWP|Invesco KBW Property & Casualty Insurance ETF|G|N|N|100|Y|N
KBWR|Invesco KBW Regional Banking ETF|G|N|N|100|Y|N
KBWY|Invesco KBW Premium Yield Equity REIT ETF|G|N|N|100|Y|N
KC|Kingsoft Cloud Holdings Limited - American Depositary Shares|Q|N|N|100|N|N
KDLY|Kindly MD, Inc. - Common Stock|S|N|N|100|N|N
KDLYW|Kindly MD, Inc. - Warrants|S|N|N|100|N|N
KDP|Keurig Dr Pepper Inc. - Common Stock|Q|N|N|100|N|N
KE|Kimball Electronics, Inc. - Common Stock|Q|N|N|100|N|N
KEAT|Keating Active ETF|G|N|N|100|Y|N
KELYA|Kelly Services, Inc. - Class A Common Stock|Q|N|N|100|N|N
KELYB|Kelly Services, Inc. - Class B Common Stock|Q|N|N|100|N|N
KEQU|Kewaunee Scientific Corporation - Common Stock|G|N|N|100|N|N
KFFB|Kentucky First Federal Bancorp - Common Stock|G|N|N|100|N|N
KGEI|Kolibri Global Energy Inc. - Common stock|S|N|N|100|N|N
KHC|The Kraft Heinz Company - Common Stock|Q|N|N|100|N|N
KIDS|OrthoPediatrics Corp. - Common Stock|G|N|N|100|N|N
KINS|Kingstone Companies, Inc - Common Stock|S|N|N|100|N|N
KIRK|Kirkland's, Inc. - Common Stock|Q|N|N|100|N|N
KITT|Nauticus Robotics, Inc. - Common stock|S|N|D|100|N|N
KITTW|Nauticus Robotics, Inc. - Warrant|S|N|D|100|N|N
KLAC|KLA Corporation  - Common Stock|Q|N|N|100|N|N
KLIC|Kulicke and Soffa Industries, Inc. - Common Stock|Q|N|N|100|N|N
KLTR|Kaltura, Inc. - Common Stock|Q|N|N|100|N|N
KLXE|KLX Energy Services Holdings, Inc.  - Common Stock|Q|N|N|100|N|N
KMDA|Kamada Ltd. - Ordinary Shares|Q|N|N|100|N|N
KNDI|Kandi Technologies Group, Inc. - Ordinary Shares|Q|N|N|100|N|N
KNGZ|First Trust S&P 500 Diversified Dividend Aristocrats ETF|G|N|N|100|Y|N
KNSA|Kiniksa Pharmaceuticals, Ltd. - Class A Ordinary Shares|Q|N|N|100|N|N
KOD|Kodiak Sciences Inc - Common Stock|G|N|N|100|N|N
KOPN|Kopin Corporation - Common Stock|S|N|D|100|N|N
KOSS|Koss Corporation - Common Stock|S|N|N|100|N|N
KPLT|Katapult Holdings, Inc. - Common Stock|G|N|N|100|N|N
KPLTW|Katapult Holdings, Inc. - Warrant|G|N|N|100|N|N
KPRX|Kiora Pharmaceuticals, Inc.  - Common Stock|S|N|N|100|N|N
KPTI|Karyopharm Therapeutics Inc. - Common Stock|Q|N|N|100|N|N
KRKR|36Kr Holdings Inc. - American Depositary Shares|S|N|D|100|N|N
KRMA|Global X Conscious Companies ETF|G|N|N|100|Y|N
KRMD|KORU Medical Systems, Inc. - Common Stock|S|N|N|100|N|N
KRNL|Kernel Group Holdings, Inc. - Class A Ordinary Shares|S|N|D|100|N|N
KRNLU|Kernel Group Holdings, Inc. - Units|S|N|D|100|N|N
KRNLW|Kernel Group Holdings, Inc. - Warrants|S|N|D|100|N|N
KRNT|Kornit Digital Ltd. - Ordinary Shares|Q|N|N|100|N|N
KRNY|Kearny Financial - Common Stock|Q|N|N|100|N|N
KRON|Kronos Bio, Inc. - Common Stock|Q|N|N|100|N|N
KROP|Global X AgTech & Food Innovation ETF|G|N|N|100|Y|N
KROS|Keros Therapeutics, Inc. - common stock|G|N|N|100|N|N
KRRO|Korro Bio, Inc. - Common Stock|S|N|N|100|N|N
KRT|Karat Packaging Inc. - Common Stock|Q|N|N|100|N|N
KRUS|Kura Sushi USA, Inc. - Class A Common Stock|G|N|N|100|N|N
KRYS|Krystal Biotech, Inc. - Common Stock|Q|N|N|100|N|N
KSCP|Knightscope, Inc. - Class A Common Stock|S|N|D|100|N|N
KSPI|Joint Stock Company Kaspi.kz - American Depository Shares|Q|N|N|100|N|N
KTCC|Key Tronic Corporation - Common Stock|G|N|N|100|N|N
KTOS|Kratos Defense & Security Solutions, Inc. - Common Stock|Q|N|N|100|N|N
KTRA|Kintara Therapeutics, Inc. - Common Stock|S|N|D|100|N|N
KTTA|Pasithea Therapeutics Corp. - Common Stock|S|N|N|100|N|N
KTTAW|Pasithea Therapeutics Corp. - Warrant|S|N|N|100|N|N
KURA|Kura Oncology, Inc. - Common Stock|Q|N|N|100|N|N
KVAC|Keen Vision Acquisition Corporation - Ordinary Shares|G|N|N|100|N|N
KVACU|Keen Vision Acquisition Corporation - Units|G|N|N|100|N|N
KVACW|Keen Vision Acquisition Corporation - Warrant|G|N|N|100|N|N
KVHI|KVH Industries, Inc. - Common Stock|Q|N|N|100|N|N
KWE|KWESST Micro Systems Inc. - common stock, no R/S concurrent with offering|S|N|D|100|N|N
KWESW|KWESST Micro Systems Inc. - warrant|S|N|N|100|N|N
KXIN|Kaixin Holdings - Ordinary Shares|S|N|D|100|N|N
KYMR|Kymera Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
KYTX|Kyverna Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
KZIA|Kazia Therapeutics Limited - American Depositary Shares|S|N|D|100|N|N
KZR|Kezar Life Sciences, Inc. - Common Stock|S|N|D|100|N|N
LAB|Standard BioTools Inc. - Common Stock|Q|N|N|100|N|N
LAES|SEALSQ Corp - Ordinary Shares|S|N|N|100|N|N
LAKE|Lakeland Industries, Inc. - Common Stock|G|N|N|100|N|N
LAMR|Lamar Advertising Company - Class A Common Stock|Q|N|N|100|N|N
LANC|Lancaster Colony Corporation - Common Stock|Q|N|N|100|N|N
LAND|Gladstone Land Corporation - Common Stock|G|N|N|100|N|N
LANDM|Gladstone Land Corporation - 5.00% Series D Cumulative Term Preferred Stock|G|N|N|100|N|N
LANDO|Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock|G|N|N|100|N|N
LANDP|Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock|G|N|N|100|N|N
LARK|Landmark Bancorp Inc. - Common Stock|G|N|N|100|N|N
LASE|Laser Photonics Corporation - Common Stock|S|N|N|100|N|N
LASR|nLIGHT, Inc. - Common Stock|Q|N|N|100|N|N
LATG|Chenghe Acquisition I Co. - Class A Ordinary Shares|G|N|N|100|N|N
LATGU|Chenghe Acquisition I Co. - Units|G|N|N|100|N|N
LAUR|Laureate Education, Inc. - Common Stock|Q|N|N|100|N|N
LAZR|Luminar Technologies, Inc.  - Class A Common Stock|Q|N|N|100|N|N
LBPH|Longboard Pharmaceuticals, Inc. - Common Stock|G|N|N|100|N|N
LBRDA|Liberty Broadband Corporation - Class A Common Stock|Q|N|N|100|N|N
LBRDK|Liberty Broadband Corporation - Class C Common Stock|Q|N|N|100|N|N
LBRDP|Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock|Q|N|N|100|N|N
LBTYA|Liberty Global Ltd. - Class A Common Shares|Q|N|N|100|N|N
LBTYB|Liberty Global Ltd. - Class B Common Shares|Q|N|N|100|N|N
LBTYK|Liberty Global Ltd. - Class C Common Shares|Q|N|N|100|N|N
LCFY|Locafy Limited - Ordinary Share|S|N|N|100|N|N
LCFYW|Locafy Limited - Warrant|S|N|N|100|N|N
LCID|Lucid Group, Inc. - Common Stock|Q|N|N|100|N|N
LCNB|LCNB Corporation - Common Stock|S|N|N|100|N|N
LCUT|Lifetime Brands, Inc. - Common Stock|Q|N|N|100|N|N
LDEM|iShares ESG MSCI EM Leaders ETF|G|N|N|100|Y|N
LDSF|First Trust Low Duration Strategic Focus ETF|G|N|N|100|Y|N
LDTC|LeddarTech Holdings Inc. - Common Shares|G|N|N|100|N|N
LDTCW|LeddarTech Holdings Inc. - Warrants|G|N|N|100|N|N
LDWY|Lendway, Inc. - Common Stock|S|N|N|100|N|N
LE|Lands' End, Inc. - Common Stock|S|N|N|100|N|N
LECO|Lincoln Electric Holdings, Inc. - Common Shares|Q|N|N|100|N|N
LEDS|SemiLEDS Corporation - Common Stock|S|N|D|100|N|N
LEE|Lee Enterprises, Incorporated - Common Stock|Q|N|N|100|N|N
LEGH|Legacy Housing Corporation - Common Stock|Q|N|N|100|N|N
LEGN|Legend Biotech Corporation - American Depositary Shares|Q|N|N|100|N|N
LEGR|First Trust Indxx Innovative Transaction & Process ETF|G|N|N|100|Y|N
LENZ|LENZ Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
LESL|Leslie's, Inc. - Common Stock|Q|N|N|100|N|N
LEXX|Lexaria Bioscience Corp. - Common Stock|S|N|N|100|N|N
LEXXW|Lexaria Bioscience Corp. - Warrant|S|N|N|100|N|N
LFCR|Lifecore Biomedical, Inc. - Common Stock|Q|N|H|100|N|N
LFLY|Leafly Holdings, Inc. - Common Stock|S|N|D|100|N|N
LFLYW|Leafly Holdings, Inc. - Warrant|S|N|D|100|N|N
LFMD|LifeMD, Inc. - Common Stock|G|N|N|100|N|N
LFMDP|LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock|G|N|N|100|N|N
LFST|LifeStance Health Group, Inc. - Common Stock|Q|N|N|100|N|N
LFUS|Littelfuse, Inc. - Common Stock|Q|N|N|100|N|N
LFVN|Lifevantage Corporation - Common Stock|S|N|N|100|N|N
LFWD|ReWalk Robotics Ltd. - Ordinary Shares|S|N|N|100|N|N
LGCB|Linkage Global Inc - Ordinary Shares|S|N|N|100|N|N
LGCL|Lucas GC Limited - Ordinary Shares|S|N|N|100|N|N
LGHL|Lion Group Holding Ltd. - American Depositary Share|S|N|D|100|N|N
LGHLW|Lion Group Holding Ltd. - Warrant|S|N|N|100|N|N
LGIH|LGI Homes, Inc. - Common Stock|Q|N|N|100|N|N
LGMK|LogicMark, Inc. - Common Stock|S|N|D|100|N|N
LGND|Ligand Pharmaceuticals Incorporated - Common Stock|G|N|N|100|N|N
LGO|Largo Inc. - Common Shares|Q|N|N|100|N|N
LGRO|Level Four Large Cap Growth Active ETF|G|N|N|100|Y|N
LGVN|Longeveron Inc. - Class A Common stock|S|N|N|100|N|N
LI|Li Auto Inc. - American Depositary Shares|Q|N|N|100|N|N
LICN|Lichen China Limited - Class A Ordinary Shares|S|N|N|100|N|N
LIDR|AEye, Inc. - Class A Common Stock|S|N|N|100|N|N
LIDRW|AEye, Inc. - Warrant|S|N|N|100|N|N
LIF|Life360, Inc. - Common Stock|Q|N|N|100|N|N
LIFW|MSP Recovery, Inc. - Class A Common Stock|G|N|D|100|N|N
LIFWW|MSP Recovery, Inc. - Warrant|G|N|N|100|N|N
LIFWZ|MSP Recovery, Inc. - Warrant|G|N|N|100|N|N
LILA|Liberty Latin America Ltd. - Class A Common Stock|Q|N|N|100|N|N
LILAK|Liberty Latin America Ltd. - Class C Common Stock|Q|N|N|100|N|N
LILM|Lilium N.V. - Class A Ordinary Shares|Q|N|N|100|N|N
LILMW|Lilium N.V. - Warrants|Q|N|N|100|N|N
LIN|Linde plc - Ordinary Shares|Q|N|N|100|N|N
LINC|Lincoln Educational Services Corporation - Common Stock|Q|N|N|100|N|N
LIND|Lindblad Expeditions Holdings Inc.  - Common Stock|S|N|N|100|N|N
LINK|Interlink Electronics, Inc. - Common Stock|S|N|N|100|N|N
LION|Lionsgate Studios Corp. - Common Shares|Q|N|N|100|N|N
LIPO|Lipella Pharmaceuticals Inc. - Common Stock|S|N|D|100|N|N
LIQT|LiqTech International, Inc. - Common Stock|S|N|N|100|N|N
LITE|Lumentum Holdings Inc. - Common Stock|Q|N|N|100|N|N
LITM|Snow Lake Resources Ltd. - Common Shares|S|N|D|100|N|N
LITP|Sprott Lithium Miners ETF|G|N|N|100|Y|N
LIVE|Live Ventures Incorporated - Common Stock|S|N|N|100|N|N
LIVN|LivaNova PLC - Ordinary Shares|Q|N|N|100|N|N
LIXT|Lixte Biotechnology Holdings, Inc. - Common Stock|S|N|N|100|N|N
LIXTW|Lixte Biotechnology Holdings, Inc. - Warrants|S|N|N|100|N|N
LKCO|Luokung Technology Corp - Ordinary Shares|S|N|H|100|N|N
LKFN|Lakeland Financial Corporation - Common Stock|Q|N|N|100|N|N
LKQ|LKQ Corporation - Common Stock|Q|N|N|100|N|N
LLYVA|Liberty Media Corporation - Series A Liberty Live Common Stock|Q|N|N|100|N|N
LLYVK|Liberty Media Corporation - Series C Liberty Live Common Stock|Q|N|N|100|N|N
LMAT|LeMaitre Vascular, Inc. - Common Stock|G|N|N|100|N|N
LMB|Limbach Holdings, Inc. - Common Stock|S|N|N|100|N|N
LMBS|First Trust Low Duration Opportunities ETF|G|N|N|100|Y|N
LMFA|LM Funding America, Inc. - Common Stock|S|N|N|100|N|N
LMNR|Limoneira Co - Common Stock|Q|N|N|100|N|N
LNKB|LINKBANCORP, Inc. - Common Stock|S|N|N|100|N|N
LNSR|LENSAR, Inc. - Common Stock|S|N|N|100|N|N
LNT|Alliant Energy Corporation - Common Stock|Q|N|N|100|N|N
LNTH|Lantheus Holdings, Inc. - Common Stock|G|N|N|100|N|N
LNW|Light & Wonder, Inc.  - Common Stock|Q|N|N|100|N|N
LNZA|LanzaTech Global, Inc. - Common Stock|S|N|N|100|N|N
LNZAW|LanzaTech Global, Inc. - Warrant|S|N|N|100|N|N
LOAN|Manhattan Bridge Capital, Inc - Common Stock|S|N|N|100|N|N
LOBO|LOBO EV TECHNOLOGIES LTD. - Ordinary shares|S|N|N|100|N|N
LOCO|El Pollo Loco Holdings, Inc. - Common Stock|Q|N|N|100|N|N
LOGC|ContextLogic Inc. - Class A Common Stock|Q|N|N|100|N|N
LOGI|Logitech International S.A. - Registered Shares|Q|N|N|100|N|N
LOOP|Loop Industries, Inc. - Common Stock|G|N|N|100|N|N
LOPE|Grand Canyon Education, Inc. - Common Stock|Q|N|N|100|N|N
LOT|Lotus Technology Inc. - American Depositary Shares|Q|N|N|100|N|N
LOTWW|Lotus Technology Inc. - Warrants|S|N|N|100|N|N
LOVE|The Lovesac Company - Common Stock|G|N|N|100|N|N
LPCN|Lipocine Inc. - Common Stock|S|N|N|100|N|N
LPLA|LPL Financial Holdings Inc. - Common Stock|Q|N|N|100|N|N
LPRO|Open Lending Corporation - Common Stock|G|N|N|100|N|N
LPSN|LivePerson, Inc. - Common Stock|Q|N|D|100|N|N
LPTH|LightPath Technologies, Inc. - Class A Common Stock|S|N|N|100|N|N
LPTX|Leap Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
LQDA|Liquidia Corporation - Common Stock|S|N|N|100|N|N
LQDT|Liquidity Services, Inc. - Common Stock|Q|N|N|100|N|N
LQR|LQR House Inc. - Common Stock|S|N|N|100|N|N
LRCX|Lam Research Corporation - Common Stock|Q|N|N|100|N|N
LRE|Lead Real Estate Co., Ltd - American Depositary Shares|G|N|N|100|N|N
